번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
701,2320,한진,84903,도로 화물 운송업,11974656,59873280000,5000,원(KRW),02-728-5114,서울특별시 중구 남대문로 63 한진빌딩 ,768
702,97230,한진중공업,64102,토목 건설업,106052508,530262540000,5000,원(KRW),051-410-3114,부산광역시 영도구  태종로 233 한진중공업,768
703,3480,한진중공업홀딩스,116409,기타 금융업,29529812,155149060000,5000,원(KRW),051-410-3114,부산광역시 중구 충장대로 6(중앙동4가) ,768
704,180640,한진칼,116409,기타 금융업,59170458,149268060000,2500,원(KRW),02-726-6166,서울특별시 중구 소공로 88 (소공동),768
705,5110,한창,74605,기계장비 및 관련 물품 도매업,34458589,17229294500,500,원(KRW),02-850-6545,부산광역시 연제구 중앙대로1043번길 50 4층(연산동),768
706,9460,한창제지,31701,"펄프, 종이 및 판지 제조업",59667486,29833743000,500,원(KRW),055-370-2000,경상남도 양산시  웅상대로 1564 (주)한창제지,768
707,880,한화,32004,기타 화학제품 제조업,74958735,489550145000,5000,원(KRW),02-729-1114,서울특별시 중구  청계천로 86 24층,768
708,27390,한화갤러리아타임월드,74701,종합 소매업,6000131,30000655000,5000,원(KRW),042-480-5000,대전광역시 서구  대덕대로 211 갤러리아타임월드백화점 (주)한화타임월드,768
709,88350,한화생명,116501,보험업,868530000,4342650000000,5000,원(KRW),02-789-5114,서울특별시 영등포구 63로 50 ,768
710,370,한화손해보험,116501,보험업,90738915,453694575000,5000,원(KRW),02-1566-8000,서울특별시 영등포구  여의대로 56 한화손해보험(주),768
711,9830,한화케미칼,32001,기초 화학물질 제조업,164809359,829665480000,5000,원(KRW),02-729-2700,서울특별시 중구 청계천로 86 한화빌딩 ,768
712,12450,한화테크윈,33103,"항공기,우주선 및 부품 제조업",52600000,265650000000,5000,원(KRW),02-729-2900,경상남도 창원시 성산구  창원대로 1204 ,768
713,3530,한화투자증권,116601,금융 지원 서비스업,172442511,886212555000,5000,원(KRW),02-3772-7000,서울특별시 영등포구  여의대로 56 한화증권빌딩 한화투자증권 주식회사,768
714,195870,해성디에스,32602,전자부품 제조업,17000000,85000000000,5000,원(KRW),7047610000,경상남도 창원시 성산구 웅남로 726 ,768
715,101530,해태제과식품,31007,기타 식품 제조업,29116822,14558411000,500,원(KRW),02-709-7766,충청남도 천안시 서북구 성거읍 천흥8길 67-26 ,768
716,143210,핸즈코퍼레이션,33003,자동차 신품 부품 제조업,21863268,10931634000,500,원(KRW),032-870-9600,인천광역시 서구 가정로37번길 50 ,768
717,89470,현대EP,32004,기타 화학제품 제조업,31900000,17200000000,500,원(KRW),041-350-0500,충청남도 당진시  석문면 대호만로 1221-32 현대EP 주식회사,768
718,720,현대건설,64102,토목 건설업,111355765,557273105000,5000,원(KRW),02-746-1114,서울특별시 종로구  율곡로 75 ,768
719,267270,현대건설기계,32901,일반 목적용 기계 제조업,3584046,17920230000,5000,원(KRW),031-8006-6000,서울특별시 종로구 율곡로 75 ,768
720,5440,현대그린푸드,74701,종합 소매업,97704482,48852241000,500,원(KRW),031-525-2233,경기도 용인시 수지구 문인로 30 ,768
721,86280,현대글로비스,85209,기타 운송관련 서비스업,37500000,18750000000,500,원(KRW),02-6191-9114,서울특별시 강남구 테헤란로 301 -,768
722,267250,현대로보틱스,116409,기타 금융업,16286617,81433085000,5000,원(KRW),053-670-7114,대구광역시 달성군 유가면 테크노순환로3길 50 ,768
723,64350,현대로템,33102,철도장비 제조업,85000000,425000000000,5000,원(KRW),055-273-1341,경상남도 창원시 의창구  창원대로 488 ,768
724,79430,현대리바트,33201,가구 제조업,17261650,17261650000,1000,원(KRW),02-3480-8001,경기도 용인시 처인구  남사면 경기동로 316 리바트,768
725,12330,현대모비스,33003,자동차 신품 부품 제조업,97343863,490969315000,5000,원(KRW),02-2018-5114,서울 강남구 역삼1동 로담코빌딩 140-2,768
726,10620,현대미포조선,33101,선박 및 보트 건조업,20000000,100000000000,5000,원(KRW),052-250-3114,울산광역시 동구 방어진순환도로 100 (주)현대미포조선,768
727,69960,현대백화점,74701,종합 소매업,23402441,117012205000,5000,원(KRW),02-549-2233,서울특별시 강남구 압구정로 201 ,768
728,4560,현대비앤지스틸,32401,1차 철강 제조업,15078811,75943315000,5000,원(KRW),055-268-4114,경상남도 창원시 성산구  적현로 124 ,768
729,12630,현대산업개발,64101,건물 건설업,75384180,376920900000,5000,원(KRW),02-2008-9114,서울특별시 용산구 한강대로23길 55 현대아이파크몰 9층 현대산업개발,768
730,11200,현대상선,85001,해상 운송업,191805827,959029135000,5000,원(KRW),02-3706-5114,서울특별시 종로구  율곡로 194 ,768
731,6390,현대시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",16758544,83792720000,5000,원(KRW),02-520-2114,서울특별시 강남구 강남대로 330 역삼동 우덕빌딩 ,768
732,4310,현대약품,32102,의약품 제조업,28000000,14000000000,500,원(KRW),041-570-5114,충청남도 천안시 동남구  풍세면 잔다리길 55 ,768
733,126560,현대에이치씨엔,106002,텔레비전 방송업,112876596,56438298000,500,원(KRW),02-1877-8000,서울특별시 서초구  반포대로 19 에이치씨엔빌딩,768
734,17800,현대엘리베이터,32901,일반 목적용 기계 제조업,24632513,123162565000,5000,원(KRW),031-644-5114,경기도 이천시  부발읍 경충대로 2091 현대엘리베이터(주),768
735,11210,현대위아,33003,자동차 신품 부품 제조업,27195083,135975415000,5000,원(KRW),055-280-9114,경상남도 창원시 성산구  정동로 153 ,768
736,267260,현대일렉트릭,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3710107,18550535000,5000,원(KRW),02-746-7545,서울특별시 종로구 율곡로 75 ,768
737,5380,현대자동차,33001,자동차용 엔진 및 자동차 제조업,220276479,1488993125000,5000,원(KRW),02-3464-1114,서울특별시 서초구  헌릉로 12 ,768
738,4020,현대제철,32401,1차 철강 제조업,133445785,667228925000,5000,원(KRW),032-760-2114,인천광역시 동구  중봉대로 63 ,768
739,11760,현대종합상사,74608,상품 종합 도매업,13228966,66144830000,5000,원(KRW),02-390-1114,서울특별시 종로구 율곡로2길 25 연합미디어센터빌딩 16층,768
740,9540,현대중공업,33101,선박 및 보트 건조업,56665426,283327130000,5000,원(KRW),052-202-2114,울산광역시 동구  방어진순환도로 1000 현대중공업 ,768
741,1500,현대차투자증권,116601,금융 지원 서비스업,29337111,146685555000,5000,원(KRW),02-3787-2114,서울특별시 영등포구  국제금융로2길 32 ,768
742,227840,현대코퍼레이션홀딩스,74603,음·식료품 및 담배 도매업,9100836,45504180000,5000,원(KRW),02-390-1568,서울특별시 종로구 율곡로2길 25 ,768
743,1450,현대해상,116501,보험업,89400000,44700000000,500,원(KRW),02-1588-5656,서울 종로구 세종로 현대해상화재보험빌딩 ,768
744,57050,현대홈쇼핑,74709,무점포 소매업,12000000,60000000000,5000,원(KRW),02-2143-2000,서울특별시 강동구  올림픽로70길 34 ,768
745,93240,형지엘리트,31401,봉제의복 제조업,18467253,9233626500,500,원(KRW),02-3279-8015,서울특별시 강남구 테헤란로38길 12 디앤와이빌딩,768
746,3010,혜인,74605,기계장비 및 관련 물품 도매업,12712747,6356373500,500,원(KRW),02-3498-4500,서울특별시 서초구  동산로 86 혜인빌딩,768
747,111110,호전실업,31401,봉제의복 제조업,8000000,4657880000,500,원(KRW),02-710-5031,"서울특별시 마포구 마포대로 19 신화빌딩, 11층, 12층 ",768
748,8770,호텔신라,74708,기타 상품 전문 소매업,39248121,200000000000,5000,원(KRW),02-2233-3131,서울특별시 중구 동호로 249 (주) 호텔신라,768
749,2460,화성산업,64101,건물 건설업,12450800,62254000000,5000,원(KRW),053-767-2111,대구광역시 수성구  동대구로 111 ,768
750,13520,화승알앤에이,33003,자동차 신품 부품 제조업,64561210,32280605000,500,원(KRW),055-370-3331-4,경상남도 양산시  충렬로 61 ,768
751,241590,화승엔터프라이즈,116409,기타 금융업,30268335,15134167500,500,원(KRW),02-588-8042,서울특별시 서초구 서초대로 396 강남빌딩 4층 ,768
752,6060,화승인더스트리,32202,플라스틱제품 제조업,55320000,27660000000,500,원(KRW),051-311-0081,부산광역시 연제구 중앙대로 1079 장천빌딩 6층,768
753,10690,화신,33003,자동차 신품 부품 제조업,34920410,17460205000,500,원(KRW),054-330-5400,경상북도 영천시  도남공단길 94-2 ,768
754,133820,화인베스틸,32401,1차 철강 제조업,32100000,16050000000,500,원(KRW),055-259-2000,경상남도 창녕군 창녕읍 창밀로 259-33 ,768
755,10660,화천기계,32902,특수 목적용 기계 제조업,2200000,11000000000,5000,원(KRW),02-523-7766,서울특별시 서초구  방배로 46 ,768
756,850,화천기공,32902,특수 목적용 기계 제조업,2200000,11000000000,5000,원(KRW),062-951-5111,광주광역시 광산구 하남산단4번로 123-17 (장덕동) 화천기공(주),768
757,16580,환인제약,32102,의약품 제조업,18600070,9700035000,500,원(KRW),02-405-3000,"서울특별시 송파구 법원로6길 11 (문정동, 환인빌딩)",768
758,32560,황금에스티,32402,1차 비철금속 제조업,14000000,7000000000,500,원(KRW),031-363-8000,경기도 안산시 단원구 엠티브이1로 25 (주)황금에스티,768
759,4800,효성,32005,화학섬유 제조업,35117455,175587275000,5000,원(KRW),02-707-7000,서울특별시 마포구  마포대로 119 (공덕동) ,768
760,94280,효성 ITX,147509,기타 사업지원 서비스업,11558200,5779100000,500,원(KRW),02-2102-8400,서울특별시 영등포구  선유동2로 57 이레빌딩 15층,768
761,93370,후성,32001,기초 화학물질 제조업,92399753,46199876500,500,원(KRW),02-553-0097,경기도 화성시  팔탄면 현대기아로 72-37 ,768
762,81660,휠라코리아,74604,생활용품 도매업,12223014,61674420000,5000,원(KRW),02-523-6100,"서울특별시 서초구  명달로 6 (서초동, 11호) ",768
763,5870,휴니드테크놀러지스,32604,통신 및 방송 장비 제조업,14116015,70580075000,5000,원(KRW),032-457-6000,인천광역시 연수구  벤처로 87 ,768
764,79980,휴비스,32005,화학섬유 제조업,34500000,172500000000,5000,원(KRW),02-2189-4567,서울특별시 강남구  학동로 343 ,768
765,5010,휴스틸,32401,1차 철강 제조업,6918617,34593085000,5000,원(KRW),02-828-9000,"서울특별시 강남구  테헤란로 512 (대치동, 신안빌딩 14층)",768
766,69260,휴켐스,32004,기타 화학제품 제조업,40878588,40878588000,1000,원(KRW),02-2262-0600,서울특별시 중구  퇴계로 173 19층,768
767,540,흥국화재,116501,보험업,64242645,325821225000,5000,원(KRW),02-2002-6000,서울특별시 종로구 새문안로 68 ,768
768,3280,흥아해운,85001,해상 운송업,127713430,63856715000,500,원(KRW),02-3449-3000,서울특별시 송파구  새말로5길 21 흥아해운 빌딩,
